model,version,layer,token_pos,comparison,n_samples,baseline_auc,baseline_auc_lower,baseline_auc_upper,inlp_auc,inlp_auc_lower,inlp_auc_upper,auc_drop
Qwen,instruct,25,last,self_vs_confounder,60,0.9956294516725009,0.984,1.0,0.9954638026635891,0.983313397574686,1.0,0.00016564900891180567
Qwen,instruct,25,last,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.5686625843238307,0.42192946623093686,0.7104545454545456,0.43133741567616934
Qwen,instruct,25,last,third_vs_confounder,60,1.0,0.9999999999999999,1.0,0.41330545296587673,0.2710908416759362,0.5580554096638656,0.5866945470341233
Qwen,instruct,25,last,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.47531346037081135,0.32198271180473625,0.6204804202083787,0.5246865396291887
Qwen,instruct,25,bos,self_vs_third,60,0.7459267217943187,0.6110014508928571,0.8608668067226891,0.49803085153971804,0.3481240161439298,0.6383146825396826,0.2478958702546007
Qwen,instruct,25,bos,self_vs_neutral,60,0.7302830794549298,0.5955567470043573,0.8581927856348324,0.3998045875077984,0.24796119365432492,0.5439942914967246,0.33047849194713136
Qwen,instruct,25,bos,self_vs_confounder,60,0.6832635676749576,0.5322706251894231,0.8136177163614334,0.6859562267669338,0.5317940848214285,0.8139568968613086,-0.002692659091976246
Qwen,instruct,25,bos,third_vs_neutral,60,0.6816201237050684,0.5420594837261503,0.8064986228084114,0.37459295429928147,0.24166573660714283,0.5200921040764792,0.30702716940578695
Qwen,instruct,25,bos,third_vs_confounder,60,0.32532641426918085,0.18909640429823676,0.4635245686026936,0.3202707394547032,0.19181565656565652,0.4655173066822882,0.005055674814477662
Qwen,instruct,25,bos,neutral_vs_confounder,60,0.6993812200177703,0.5510904761904762,0.8229221704671859,0.37272762840413315,0.2378830251992017,0.5256510416666667,0.3266535916136371
Qwen,instruct,25,first_content,self_vs_third,60,0.8275248787138076,0.7021944444444445,0.9389099702380952,0.489786355588386,0.3355033464043474,0.6427955067501103,0.33773852312542163
Qwen,instruct,25,first_content,self_vs_neutral,60,0.9095451281477012,0.8318651105394884,0.9700138888888888,0.41531690322876524,0.27343377349887765,0.5612100862100862,0.4942282249189359
Qwen,instruct,25,first_content,self_vs_confounder,60,0.7365807646657716,0.5881138392857143,0.8692540674603175,0.7393680906665638,0.5855498015873016,0.8687977600751052,-0.002787326000792234
Qwen,instruct,25,first_content,third_vs_neutral,60,0.9079938719130208,0.7941059757236227,1.0,0.556096751290987,0.4017508417508418,0.7050736158153038,0.3518971206220338
Qwen,instruct,25,first_content,third_vs_confounder,60,0.10701818140013021,0.03883120928015256,0.196670814479638,0.10922069861142703,0.03944377990430624,0.19444985168705967,-0.0022025172112968144
Qwen,instruct,25,first_content,neutral_vs_confounder,60,0.9059406875928621,0.7901491352012185,1.0,0.48311544806157364,0.32812323246606334,0.6440749518314,0.4228252395312884
Qwen,instruct,25,mid,self_vs_third,60,0.9900771886086867,0.9687456158810326,1.0,0.4808620569828811,0.3355622194163861,0.6272321428571428,0.5092151316258056
Qwen,instruct,25,mid,self_vs_neutral,60,1.0,0.9999999999999999,1.0,0.43010591411618926,0.2689939599926013,0.5802835978835978,0.5698940858838107
Qwen,instruct,25,mid,self_vs_confounder,60,0.9854344859629702,0.9586995638427931,1.0,0.9856307283117798,0.9606958724146224,1.0,-0.00019624234880954994
Qwen,instruct,25,mid,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.35718762159914114,0.2285249318582652,0.5018353726362624,0.6428123784008588
Qwen,instruct,25,mid,third_vs_confounder,60,0.9676095960380992,0.9221291886818688,0.9964791618578983,0.39062285800883234,0.23608217592592595,0.5328619909502263,0.5769867380292668
Qwen,instruct,25,mid,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.34465459138676235,0.20797533936651583,0.49616240266963285,0.6553454086132376
